,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
4953,2019-M-ITF-USA-25A-2019,M25 Edwardsville IL,Hard,32,S,20190805,031,117365,,,Petros Chrysochos,R,,CYP,23.3237508556,969,10,132054,,,Nathan Ponwith,U,,USA,21.2922655715,900,13,6-4 2-6 7-5,3,F,,,,,,,,,,,,,,,,,,,
4954,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,001,106232,,,Roberto Cid,R,,DOM,25.9493497604,337,114,138917,,WC,Spencer Richey,U,,USA,22.6666666667,,,6-1 4-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
4955,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,002,126177,,,Strong Kirchheimer,U,,USA,24.295687885,552,46,127452,,Q,Sergey Belov,R,,RUS,30.083504449,1450,2,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
4956,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,003,208143,,Q,Garrett Johns,U,,USA,18.6502395619,1384,3,132054,,,Nathan Ponwith,U,,USA,21.311430527,902,13,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4957,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,004,106327,8,,Harrison Adams,R,,USA,25.2156057495,515,53,132434,,,Errol Smith,U,,USA,25.1553730322,921,13,7-6(1) 3-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
4958,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,005,110536,,,Kevin King,U,,USA,28.4517453799,413,80,126780,,Q,Abraham Asaba,R,,GHA,22.2258726899,1609,1,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4959,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,006,200217,,IR  ,Jacob Dunbar,U,,USA,23.8603696099,956,11,105626,,,Takanyi Garanganga,R,,ZIM,28.9308692676,621,36,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
4960,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,007,132482,,,Liam Caruana,U,,USA,21.5523613963,609,37,106250,,,Luis Patino,R,,MEX,25.8480492813,1034,9,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4961,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,008,105654,7,,Daniel Nguyen,U,,USA,28.8213552361,503,55,200234,,,Joshua Peck,U,,CAN,20.6707734428,1135,6,5-3 RET,3,R32,,,,,,,,,,,,,,,,,,,
4962,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,009,105512,,,Alexander Sarkissian,R,,USA,29.3579739904,440,72,208801,,,James Kent Trotter,U,,JPN,20.038329911,,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4963,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,010,208837,,,Janmagnus Johnson,U,,USA,19.0006844627,,,208370,,,Keenan Mayo,U,,USA,,1052,8,6-1 4-2 RET,3,R32,,,,,,,,,,,,,,,,,,,
4964,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,011,134457,,,Nicolas Moreno De Alboran,U,,ESP,22.0780287474,850,15,126612,,IR  ,Alexander Cozbinov,R,,MDA,24.2902121834,860,15,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,
4965,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,012,111765,4,,Evan Song,U,,USA,27.1786447639,446,70,132023,,,Jean Thirouin,U,,USA,21.8973305955,669,31,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
4966,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,013,200265,,,Ulises Blanch,R,,USA,21.3826146475,450,69,209182,,WC,Toby Alex Kodat,R,,USA,,,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4967,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,014,208352,,,Preston Touliatos,U,,USA,,1362,3,106261,,Q,Dennis Novikov,R,,USA,25.7631759069,611,37,3-6 7-6(5) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4968,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,015,208040,,Q,Logan Zapp,U,,USA,17.7275838467,1484,2,110762,,,Alan Kohen,R,,ARG,26.3107460643,811,17,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
4969,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,016,202321,,,Austin Rapp,U,,USA,22.9760438056,815,17,111583,2,WC,Martin Redlicki,U,,USA,23.9671457906,423,78,7-6(2) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4970,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,017,106232,,,Roberto Cid,R,,DOM,25.9493497604,337,114,126177,,,Strong Kirchheimer,U,,USA,24.295687885,552,46,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
4971,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,018,208143,,Q,Garrett Johns,U,,USA,18.6502395619,1384,3,106327,8,,Harrison Adams,R,,USA,25.2156057495,515,53,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,
4972,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,019,110536,,,Kevin King,U,,USA,28.4517453799,413,80,200217,,IR  ,Jacob Dunbar,U,,USA,23.8603696099,956,11,1-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
4973,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,020,105654,7,,Daniel Nguyen,U,,USA,28.8213552361,503,55,132482,,,Liam Caruana,U,,USA,21.5523613963,609,37,6-4 7-6(7),3,R16,,,,,,,,,,,,,,,,,,,
4974,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,021,105512,,,Alexander Sarkissian,R,,USA,29.3579739904,440,72,208837,,,Janmagnus Johnson,U,,USA,19.0006844627,,,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
4975,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,022,111765,4,,Evan Song,U,,USA,27.1786447639,446,70,134457,,,Nicolas Moreno De Alboran,U,,ESP,22.0780287474,850,15,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
4976,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,023,200265,,,Ulises Blanch,R,,USA,21.3826146475,450,69,208352,,,Preston Touliatos,U,,USA,,1362,3,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,
4977,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,024,202321,,,Austin Rapp,U,,USA,22.9760438056,815,17,208040,,Q,Logan Zapp,U,,USA,17.7275838467,1484,2,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,
4978,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,025,106232,,,Roberto Cid,R,,DOM,25.9493497604,337,114,208143,,Q,Garrett Johns,U,,USA,18.6502395619,1384,3,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,
4979,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,026,105654,7,,Daniel Nguyen,U,,USA,28.8213552361,503,55,110536,,,Kevin King,U,,USA,28.4517453799,413,80,6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,
4980,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,027,105512,,,Alexander Sarkissian,R,,USA,29.3579739904,440,72,111765,4,,Evan Song,U,,USA,27.1786447639,446,70,6-1 6-4,3,QF,,,,,,,,,,,,,,,,,,,
4981,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,028,200265,,,Ulises Blanch,R,,USA,21.3826146475,450,69,202321,,,Austin Rapp,U,,USA,22.9760438056,815,17,6-1 6-2,3,QF,,,,,,,,,,,,,,,,,,,
4982,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,029,106232,,,Roberto Cid,R,,DOM,25.9493497604,337,114,105654,7,,Daniel Nguyen,U,,USA,28.8213552361,503,55,6-4 4-6 6-2,3,SF,,,,,,,,,,,,,,,,,,,
4983,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,030,200265,,,Ulises Blanch,R,,USA,21.3826146475,450,69,105512,,,Alexander Sarkissian,R,,USA,29.3579739904,440,72,6-3 6-2,3,SF,,,,,,,,,,,,,,,,,,,
4984,2019-M-ITF-USA-26A-2019,M25 Memphis TN,Hard,32,S,20190812,031,106232,,,Roberto Cid,R,,DOM,25.9493497604,337,114,200265,,,Ulises Blanch,R,,USA,21.3826146475,450,69,3-6 6-3 7-6(8),3,F,,,,,,,,,,,,,,,,,,,
4985,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,001,207799,,,Matheus Pucinelli De Almeida,U,,BRA,18.4394250513,1040,8,105026,,,Takuto Niki,U,,JPN,31.909650924,515,52,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,
4986,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,002,202414,,,Alexandre Rotsaert,R,,USA,19.9041752225,1699,1,209059,,WC,Vuk Budic,R,,USA,,1449,2,7-6(2) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
4987,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,003,209113,,Q,Gabriel Diallo,U,,CAN,17.9575633128,,,126219,,,Joshua Paris,R,,GBR,23.5099247091,887,14,2-6 7-6(2) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
4988,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,004,200220,5,,Zeke Clark,R,,USA,21.1416837782,742,22,106129,,,Dragos Constantin Ignat,R,,ROU,26.5681040383,1102,7,6-4 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,
4989,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,005,111436,,,Nick Chappell,L,,USA,26.970568104,522,51,202417,,WC,Siphosothando Montsi,R,,RSA,19.832991102,1785,1,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,
4990,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,006,200443,,,Adam Walton,U,,AUS,20.3969883641,,,200312,,WC,Noe Khlif,U,,FRA,21.3661875428,,,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,
4991,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,007,127028,,,Tom Fawcett,U,,USA,23.8932238193,935,12,208865,,,Drew Baird,R,,USA,19.022587269,997,9,6-4 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,
4992,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,008,200142,,,Kareem Allaf,R,,SYR,21.4674880219,1367,3,105996,8,,Alex Blumenberg,U,,BRA,27.318275154,819,17,7-6(3) 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4993,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,009,202321,,,Austin Rapp,U,,USA,23.0527036277,760,21,209136,,Q,Langford Hills,R,,USA,,,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
4994,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,010,208260,,,Zachary Svajda,U,,USA,16.7775496235,1416,3,207776,,JR   ,William Grant,R,,USA,18.5681040383,1609,1,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
4995,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,011,126612,,,Alexander Cozbinov,R,,MDA,24.3668720055,856,15,200375,,,Kento Yamada,R,,JPN,21.1416837782,1699,1,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
4996,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,012,202105,4,,Axel Geller,U,,ARG,20.4407939767,731,23,200230,,,Alexander Brown,U,,USA,20.3559206023,1589,2,6-4 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
4997,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,013,206499,,,Aleksandar Kovacevic,U,,USA,21.029431896,902,13,110762,,,Alan Kohen,R,,ARG,26.3874058864,813,17,6-4 2-6 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
4998,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,014,207182,,,Emilio Nava,U,,USA,17.7686516085,927,12,126272,,,Aj Catanzariti,U,,USA,24.052019165,1019,9,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
4999,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,015,208119,,,Liam Draxl,R,,CAN,17.7604380561,852,15,206425,,LL,Martim Leote Prata,U,,POR,19.0362765229,1541,2,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
5000,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,016,134376,2,,Andrew Watson,R,,GBR,23.0308008214,543,47,208127,,,Grey Hamilton,U,,USA,22.9404517454,1137,6,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,
5001,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,017,207799,,,Matheus Pucinelli De Almeida,U,,BRA,18.4394250513,1040,8,202414,,,Alexandre Rotsaert,R,,USA,19.9041752225,1699,1,4-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
5002,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,018,200220,5,,Zeke Clark,R,,USA,21.1416837782,742,22,209113,,Q,Gabriel Diallo,U,,CAN,17.9575633128,,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
5003,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,019,200443,,,Adam Walton,U,,AUS,20.3969883641,,,111436,,,Nick Chappell,L,,USA,26.970568104,522,51,4-6 6-4 6-0,3,R16,,,,,,,,,,,,,,,,,,,
5004,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,020,127028,,,Tom Fawcett,U,,USA,23.8932238193,935,12,200142,,,Kareem Allaf,R,,SYR,21.4674880219,1367,3,0-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
5005,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,021,208260,,,Zachary Svajda,U,,USA,16.7775496235,1416,3,202321,,,Austin Rapp,U,,USA,23.0527036277,760,21,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,
5006,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,022,202105,4,,Axel Geller,U,,ARG,20.4407939767,731,23,126612,,,Alexander Cozbinov,R,,MDA,24.3668720055,856,15,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,
5007,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,023,206499,,,Aleksandar Kovacevic,U,,USA,21.029431896,902,13,207182,,,Emilio Nava,U,,USA,17.7686516085,927,12,4-6 7-6(7) 7-6(1),3,R16,,,,,,,,,,,,,,,,,,,
5008,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,024,208119,,,Liam Draxl,R,,CAN,17.7604380561,852,15,134376,2,,Andrew Watson,R,,GBR,23.0308008214,543,47,6-2 7-5,3,R16,,,,,,,,,,,,,,,,,,,
5009,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,025,207799,,,Matheus Pucinelli De Almeida,U,,BRA,18.4394250513,1040,8,200220,5,,Zeke Clark,R,,USA,21.1416837782,742,22,7-6(5) 6-1,3,QF,,,,,,,,,,,,,,,,,,,
5010,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,026,200443,,,Adam Walton,U,,AUS,20.3969883641,,,127028,,,Tom Fawcett,U,,USA,23.8932238193,935,12,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,
5011,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,027,202105,4,,Axel Geller,U,,ARG,20.4407939767,731,23,208260,,,Zachary Svajda,U,,USA,16.7775496235,1416,3,1-6 6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,
5012,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,028,206499,,,Aleksandar Kovacevic,U,,USA,21.029431896,902,13,208119,,,Liam Draxl,R,,CAN,17.7604380561,852,15,7-5 7-5,3,QF,,,,,,,,,,,,,,,,,,,
5013,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,029,200443,,,Adam Walton,U,,AUS,20.3969883641,,,207799,,,Matheus Pucinelli De Almeida,U,,BRA,18.4394250513,1040,8,4-6 6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,
5014,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,030,202105,4,,Axel Geller,U,,ARG,20.4407939767,731,23,206499,,,Aleksandar Kovacevic,U,,USA,21.029431896,902,13,6-4 6-4,3,SF,,,,,,,,,,,,,,,,,,,
5015,2019-M-ITF-USA-27A-2019,M15 Champaign IL,Hard,32,S,20190909,031,202105,4,,Axel Geller,U,,ARG,20.4407939767,731,23,200443,,,Adam Walton,U,,AUS,20.3969883641,,,6-3 4-6 6-3,3,F,,,,,,,,,,,,,,,,,,,
5016,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,001,202366,,,Tadeas Paroulek,U,,CZE,19.7125256674,723,24,110751,,,Sebastian Fanselow,U,,GER,27.7125256674,337,117,7-5 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
5017,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,002,132482,,,Liam Caruana,U,,USA,21.6481861739,584,40,208260,,WC,Zachary Svajda,U,,USA,16.7967145791,1416,3,4-3 RET,3,R32,,,,,,,,,,,,,,,,,,,
5018,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,003,202105,,,Axel Geller,U,,ARG,20.4599589322,728,23,200652,,WC,Mohamed Abdel Aziz,U,,EGY,20.7364818617,,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
5019,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,004,208039,,,Ronald Hohmann,R,,USA,18.1245722108,,,200572,6,,Nick Hardt,U,,DOM,18.9869952088,527,50,4-6 7-6(2) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
5020,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,005,105512,,,Alexander Sarkissian,R,,USA,29.453798768,467,66,126087,,Q,George Goldhoff,R,,USA,24.6707734428,1214,5,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
5021,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,006,200589,,,Sam Riffice,U,,USA,20.5448323066,554,46,207968,,,Alexander Lebedev,U,,USA,22.4668035592,929,12,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,
5022,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,007,106129,,Q,Dragos Constantin Ignat,R,,ROU,26.5872689938,1100,7,207182,,,Emilio Nava,U,,USA,17.787816564,926,12,7-6(2) 3-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
5023,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,008,134376,8,,Andrew Watson,R,,GBR,23.0499657769,547,47,200164,,,Jonathan Gray,U,,GBR,22.4366872005,624,36,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
5024,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,009,106327,,,Harrison Adams,R,,USA,25.311430527,537,48,132023,,,Jean Thirouin,U,,USA,21.993155373,638,34,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
5025,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,010,207162,,,Lukas Greif,U,,USA,19.7891854894,,,208124,,Q,Runyu Zhao,U,,CHN,19.5592060233,1692,1,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
5026,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,011,106360,,,Connor Farren,R,,USA,24.9527720739,701,27,126530,,,Peter Bothwell,R,,IRL,23.9671457906,734,23,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
5027,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,012,202321,,,Austin Rapp,U,,USA,23.0718685832,756,21,200711,3,,Nicolas Mejia,R,,COL,19.5947980835,432,78,4-6 7-6(6) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
5028,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,013,106175,,,Ricardo Rodriguez,R,,VEN,26.3846680356,533,49,207181,,,Govind Nanda,R,,USA,18.5763175907,705,26,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
5029,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,014,200610,,,Oliver Crawford,R,,USA,20.3805612594,581,40,208125,,,Sumit Sarkar,U,,USA,20.180698152,875,14,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,
5030,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,015,126206,,,Alex Rybakov,U,,USA,22.6338124572,650,32,144907,,,Adrian Oetzbach,U,,GER,21.8809034908,1537,2,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
5031,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,016,200384,2,,Hugo Gaston,U,,FRA,18.970568104,379,98,132052,,,Christian Langmo,U,,USA,23.2908966461,567,43,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,
5032,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,017,132482,,,Liam Caruana,U,,USA,21.6481861739,584,40,202366,,,Tadeas Paroulek,U,,CZE,19.7125256674,723,24,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,
5033,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,018,208039,,,Ronald Hohmann,R,,USA,18.1245722108,,,202105,,,Axel Geller,U,,ARG,20.4599589322,728,23,6-2 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
5034,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,019,105512,,,Alexander Sarkissian,R,,USA,29.453798768,467,66,200589,,,Sam Riffice,U,,USA,20.5448323066,554,46,5-7 6-2 2-0 RET,3,R16,,,,,,,,,,,,,,,,,,,
5035,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,020,106129,,Q,Dragos Constantin Ignat,R,,ROU,26.5872689938,1100,7,134376,8,,Andrew Watson,R,,GBR,23.0499657769,547,47,6-2 4-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,
5036,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,021,207162,,,Lukas Greif,U,,USA,19.7891854894,,,106327,,,Harrison Adams,R,,USA,25.311430527,537,48,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
5037,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,022,202321,,,Austin Rapp,U,,USA,23.0718685832,756,21,106360,,,Connor Farren,R,,USA,24.9527720739,701,27,7-5 7-6(2),3,R16,,,,,,,,,,,,,,,,,,,
5038,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,023,200610,,,Oliver Crawford,R,,USA,20.3805612594,581,40,106175,,,Ricardo Rodriguez,R,,VEN,26.3846680356,533,49,3-6 7-6(2) 7-6(6),3,R16,,,,,,,,,,,,,,,,,,,
5039,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,024,200384,2,,Hugo Gaston,U,,FRA,18.970568104,379,98,126206,,,Alex Rybakov,U,,USA,22.6338124572,650,32,6-3 7-6(4),3,R16,,,,,,,,,,,,,,,,,,,
5040,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,025,132482,,,Liam Caruana,U,,USA,21.6481861739,584,40,208039,,,Ronald Hohmann,R,,USA,18.1245722108,,,7-6(10) 7-5,3,QF,,,,,,,,,,,,,,,,,,,
5041,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,026,105512,,,Alexander Sarkissian,R,,USA,29.453798768,467,66,106129,,Q,Dragos Constantin Ignat,R,,ROU,26.5872689938,1100,7,7-6(5) 6-2,3,QF,,,,,,,,,,,,,,,,,,,
5042,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,027,202321,,,Austin Rapp,U,,USA,23.0718685832,756,21,207162,,,Lukas Greif,U,,USA,19.7891854894,,,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,
5043,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,028,200384,2,,Hugo Gaston,U,,FRA,18.970568104,379,98,200610,,,Oliver Crawford,R,,USA,20.3805612594,581,40,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,
5044,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,029,132482,,,Liam Caruana,U,,USA,21.6481861739,584,40,105512,,,Alexander Sarkissian,R,,USA,29.453798768,467,66,6-2 6-0,3,SF,,,,,,,,,,,,,,,,,,,
5045,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,030,200384,2,,Hugo Gaston,U,,FRA,18.970568104,379,98,202321,,,Austin Rapp,U,,USA,23.0718685832,756,21,6-2 6-2,3,SF,,,,,,,,,,,,,,,,,,,
5046,2019-M-ITF-USA-28A-2019,M25 HoustonTX,Hard,32,S,20190916,031,200384,2,,Hugo Gaston,U,,FRA,18.970568104,379,98,132482,,,Liam Caruana,U,,USA,21.6481861739,584,40,6-1 6-3,3,F,,,,,,,,,,,,,,,,,,,
5047,2019-M-ITF-USA-29A-2019,M15 Fayetteville AR,Hard,32,S,20190916,001,105026,,,Takuto Niki,U,,JPN,31.9288158795,513,53,208038,,WC,Ryan Goetz,U,,USA,19.7508555784,,,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
5048,2019-M-ITF-USA-29A-2019,M15 Fayetteville AR,Hard,32,S,20190916,002,124013,,,Eduardo Nava,R,,USA,22.5160848734,,,209258,,WC,Alexandre Reco,U,,FRA,,,,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
